Cotação,DY,P/VP,Liquidez Diária,Liquidez Unidade,VARIAÇÃO,Papel,Razão Social,CNPJ,PÚBLICO-ALVO,MANDATO,SEGMENTO,TIPO DE FUNDO,PRAZO DE DURAÇÃO,TIPO DE GESTÃO,TAXA DE ADMINISTRAÇÃO,VACÂNCIA,NUMERO DE COTISTAS,COTAS EMITIDAS,VAL. PATRIMONIAL P/ COTA,VALOR PATRIMONIAL,ÚLTIMO RENDIMENTO,Valor Patrimonial Unidade
74.41,16.70,0.82,351.73,K,-2.51,RBHY11,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO,37899479/0001-50,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00,0.00,3225,1893494,90.96,172.23,1.05,Milhões
48.00,2.96,0.50,27.73,K,11.14,RBRS11,RIO BRAVO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,36517660/0001-91,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,1.0,27.80,985,1734288,95.98,166.46,0.07,Milhões
8.42,13.18,0.79,1.56,M,-9.96,RBVA11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII,15576907/0001-70,Geral,Desenvolvimento para renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,0.35,5.00,75004,156143039,10.61,1.66,0.09,Bilhão
80.07,17.60,0.94,1.14,M,16.36,RZAK11,RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO,36642219/0001-31,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.20,0.00,45120,8807874,85.07,749.31,1.15,Milhões
50.15,8.95,0.60,62.56,K,20.06,RNGO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO,15006286/0001-90,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,0.22,18.70,7661,2675989,83.80,224.25,0.27,Milhões
88.35,14.20,0.87,570.37,K,3.39,RZAT11,RIZA ARCTIUM REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,28267696/0001-36,Geral,Híbridos,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,1.00,0.00,35310,4235031,101.22,428.67,1.05,Milhões
125.90,8.09,0.64,1.01,M,2.32,RCRB11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - RIO BRAVO RENDA CORPORATIVA,03683056/0001-86,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,0.7,0.80,26497,3690684,196.52,725.29,0.92,Milhões
4.53,5.58,0.58,407.53,K,19.53,SARE11,SANTANDER RENDA DE ALUGUÉIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,32903702/0001-71,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,1.25,39.80,28226,92343279,7.75,715.85,0.03,Milhões
8.65,13.26,0.90,171.91,K,9.53,SADI11,SANTANDER PAPEIS IMOBILIÁRIOS CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO,32903521/0001-45,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00,0.00,11025,15486829,9.66,149.55,0.11,Milhões
8.54,14.20,0.86,169.89,K,7.69,SAPI11,SANTANDER PAPÉIS IMOBILIÁRIOS,51646298/0001-42,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,0.00,3233,15436829,9.90,152.77,0.11,Milhões
48.47,14.39,0.52,135.68,K,8.36,SEQR11,SEQUOIA III RENDA IMOBILIÁRIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,09517273/0001-82,Geral,Renda,Outros,Outro,Indeterminado,Ativa,1.24,9.60,4662,1665684,92.81,154.59,0.58,Milhões
2.85,0.00,0.27,2.48,K,5.56,SCPF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SCP,01657856/0001-05,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Ativa,4.0,30.00,4450,4199989,10.62,44.60,0.05,Milhões
980.00,8.34,0.97,82.07,K,22.43,SHPH11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENÓPOLIS,03507519/0001-59,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,0.20,2.30,2113,608939,1012.20,616.38,5.30,Milhões
1.051.35,0.00,1.13,548.95,K,0.00,SOLR11,SOLARIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,22169671/0001-13,Investidor Qualificado,Híbridos,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,0.45,0.00,51,65522,932.84,61.13,4.77,Milhões
49.75,9.69,0.75,4.40,K,-6.90,WPLZ11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - SHOPPING WEST PLAZA,09326861/0001-39,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,0.55,8.40,1572,1169989,66.72,78.07,1.00,Milhões
13.14,0.00,9.16,1.37,K,60.05,SJAU11,SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27771547/0001-47,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Passiva,0.23,0.00,343,7932237,1.43,11.38,11.88,Milhões
33.50,15.04,0.57,55.47,K,-3.79,SPTW11,SP Downtown Fundo de Investimento,15538445/0001-05,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,0.25,0.00,18833,1797989,58.56,105.29,0.42,Milhões
8.37,14.27,0.89,448.48,K,3.83,SPXS11,SPX SYN MULT,43010543/0001-00,Geral,Híbridos,Híbrido,Outro,Indeterminado,Ativa,0.80,0.00,19787,20189029,9.42,190.25,0.10,Milhões
8.38,14.32,1.03,1.04,M,4.75,SNEL11,FUNDO DE INVEST IMOBILIARIO SUNO ENERGIAS LIMPAS,43741171/0001-84,Geral,Híbridos,Outros,Outro,Indeterminado,Ativa,,0.00,34554,38334191,8.12,311.11,0.10,Milhões
67.75,13.17,0.83,378.40,K,-14.22,SNFF11,SUNO FUNDO DE FUNDOS IMOBILIÁRIO,40011225/0001-68,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,0.78,0.00,27884,4020624,81.90,329.29,0.72,Milhões
9.85,8.48,1.01,74.17,K,7.18,TELM11,TELLUS MULTIESTRATÉGIA - FII FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,45188099/0001-35,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,0.90,0.00,107,2147351,9.71,20.84,0.10,Milhões
85.96,9.74,1.00,121.55,K,-1.16,PMFO11,SPECIALE REAL ESTATE FUND OF FUNDS FUNDO DE INVESTIMENTO IMOBILIÁRIO,50135849/0001-40,Investidor Qualificado,Desenvolvimento para venda,Híbrido,Outro,Determinado,Ativa,0.35,0.00,188,975896,86.34,84.26,0.84,Milhões
1.45,158.91,4.04,122.87,K,-35.35,SNLG11,Suno Log Fundo de Investimento Imobiliario,40041711/0001-29,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,1,8.74,11975,2529955,0.36,908.99,0.84,Mil
9.53,13.48,1.02,44.64,K,12.78,SNME11,SUNO MULTIESTRATÉGIA,52227760/0001-30,Geral,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,,0.00,3903,7418232,9.37,69.54,0.11,Milhões
79.25,13.26,0.82,842.67,K,0.89,TEPP11,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26681370/0001-25,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,1.17,0.00,29769,4221956,96.98,409.44,0.91,Milhões
82.21,14.60,0.84,513.00,K,-2.01,SNCI11,SUNO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,41076710/0001-82,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Outro,Indeterminado,Ativa,0.70,0.00,37409,4199989,97.31,408.71,1.00,Milhões
71.00,10.97,0.77,3.05,K,-4.36,VOTS11,VOTORANTIM SECURITIES MASTER FUNDO DE INVESTIMENTO IMOBILIÁRIO,17870926/0001-30,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00,0.00,576,827902,91.71,75.93,0.63,Milhões
3.24,3.78,0.09,16.99,K,-55.68,TORD11,TORDESILHAS EI FUNDO DE INVESTIMENTO IMOBILIÁRIO,30230870/0001-18,Geral,Híbridos,Híbrido,Outro,Indeterminado,Ativa,1.50,0.00,50188,5841881,34.90,203.88,0.01,Milhões
58.04,13.27,0.67,660.16,K,-33.10,TRBL11,FDO DE INVEST IMOB TELLUS RIO BRAVO RENDA LOGISTIC,16671412/0001-93,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,0.84,2.50,49523,7739081,86.55,669.81,0.60,Milhões
250.09,14.59,0.96,21.39,K,1.29,TJKB11,TJK RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,39714024/0001-48,Investidor Qualificado,Renda,Lajes Corporativas,Outro,Indeterminado,Ativa,0.45,0.00,347,1164636,260.84,303.78,2.90,Milhões
97.00,11.99,1.00,4.25,K,10.05,TSER11,TISHMAN SPEYER RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,34847042/0001-84,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,1.00,0.00,19,1384749,97.45,134.94,0.96,Milhões
91.11,13.31,0.88,967.14,K,1.20,TVRI11,TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,14410722/0001-29,Geral,Renda,Agências bancárias,Fundo de Tijolo,Indeterminado,Ativa,0277,3.10,61666,15919679,103.93,1.65,1.05,Bilhão
9.51,9.99,1.02,72.46,K,4.85,TRXY11,TRX Hedge Fundo de Investimento Imobiliário de Responsabilidade Limitada,43985938/0001-10,Geral,Híbridos,Híbrido,Outro,Indeterminado,Ativa,0,0.00,622,3609709,9.36,33.79,0.11,Milhões
34.37,26.19,0.34,1.07,M,-51.57,URPR11,URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,34508872/0001-87,Geral,Híbridos,Outros,Fundo de papel,Indeterminado,Ativa,0.25,0.00,69111,11733884,101.76,1.19,0.40,Bilhão
150.00,14.97,1.50,1.65,K,7.68,TRXB11,TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO,36368925/0001-37,Geral,Títulos e valores mobiliários,Híbrido,Fundo de desenvolvimento,Determinado,Passiva,1.0,0.00,445,3746009,100.11,375.00,1.60,Milhões
97.00,13.72,0.96,8.59,M,4.61,TRXF11,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,28548288/0001-52,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,1.00,0.22,191191,32493273,101.16,3.29,0.93,Bilhões
14.50,0.00,1.00,48.44,K,11.47,VVCO11,V2 EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,15006267/0001-63,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,1.20,0.00,2664,9899989,14.53,143.83,0.32,Milhões
12.98,2.70,0.33,61.16,K,-28.02,VPPR11,V2 PRIME PROPERTIES FUNDO DE INVESTIMENTO  IMOBILIÁRIO – FII,30654849/0001-40,Geral,Renda,Outros,Fundo misto,Indeterminado,Ativa,0.95 a.a,35.39,36959,7316160,39.04,285.64,0.07,Milhões
85.90,10.15,0.92,76.03,K,-4.49,VVRI11,V2 RENDA IMOBILIÁRIA FDO DE INV IMOB,49184940/0001-77,Geral,Renda,Híbrido,Outro,Indeterminado,Ativa,,15.09,150,802672,93.79,75.28,0.60,Milhões
80.31,14.61,0.91,1.48,M,6.05,VGIP11,VALORA CRI ÍNDICE DE PREÇO FUNDO DE INVESTIMENTO IMOBILIÁRIO,34197811/0001-46,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1,0.00,84599,11787236,88.28,1.04,0.76,Bilhão
8.56,19.28,0.81,400.31,K,14.29,VGRI11,VALORA RENDA IMOB FUNDO DE INVES IMOB -RESP LIMIT,53656482/0001-07,fiiGENERAL,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,0085,19.60,18010,35021725,10.58,370.67,0.12,Milhões
49.48,5.68,0.80,801.48,K,29.33,PLAG11,VBI AGRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,32754734/0001-52,Geral,Renda,Outros,Fundo misto,Indeterminado,Ativa,1.0,0.00,15849,5221828,61.63,321.81,0.51,Milhões
9.50,14.42,0.97,4.53,M,11.36,VGIR11,VALORA RE III FUNDO DE INVESTIMENTO IMOBILIÁRIO,29852732/0001-91,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,0.20,0.00,256344,146101276,9.75,1.42,0.14,Bilhão
84.00,7.02,0.80,103.11,K,20.88,BLMO11,VBI OFFICE FUND II - FUNDO DE INVESTIMENTO IMOBILIÁRIO,34895894/0001-47,Geral,Híbridos,Lajes Corporativas,Fundo de Tijolo,Determinado,Ativa,1.25,0.00,323,994803,104.79,104.25,0.53,Milhões
60.89,14.21,0.82,723.84,K,-6.00,RVBI11,VBI REITS FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO,35507457/0001-71,Geral,Renda,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,0.15,0.00,55018,10276001,74.36,764.13,0.70,Milhões
79.08,14.67,0.85,1.89,M,-0.89,VCJR11,VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,32400250/0001-05,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.60,0.00,30794,14723959,93.10,1.37,0.95,Bilhão
7.69,14.04,0.90,2.59,M,0.78,VGHF11,VALORA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,36771692/0001-19,fiiGENERAL,Títulos e valores mobiliários,Híbrido,Fundo de papel,Indeterminado,Ativa,0.90,0.00,393807,164721672,8.50,1.40,0.09,Bilhão
9.75,12.51,0.94,154.07,K,11.43,VVCR11,V2 RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,23120027/0001-13,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Determinado,Ativa,0.90,0.00,2206,7508321,10.32,77.50,0.11,Milhões
69.86,9.06,0.45,50.10,K,10.38,FVPQ11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,00332266/0001-31,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,0.12,10.10,3933,2800138,155.87,436.45,0.81,Milhões
2.54,16.18,0.25,122.07,K,-14.48,VSLH11,VERSALHES RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,36244015/0001-42,Geral,Híbridos,Outros,Fundo de papel,Indeterminado,Ativa,de 1.00,0.00,68687,29864080,10.09,301.25,0.03,Milhões
5.33,15.08,0.61,229.15,K,-5.68,VIUR11,VINCI IMÓVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,36445587/0001-90,Geral,Renda,Outros,Fundo misto,Indeterminado,Ativa,0.85,3.00,45727,26946209,8.74,235.54,0.07,Milhões
4.89,12.99,0.48,558.82,K,-8.07,VINO11,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,12516185/0001-70,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,1.20,8.00,144128,82826284,10.21,845.43,0.05,Milhões
5.93,20.22,1.01,36.89,K,77.54,WSEC11,WARREN SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,43440579/0001-16,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00,0.00,781,2456499,5.90,14.49,0.10,Milhões
102.96,9.37,0.83,3.31,M,0.80,VISC11,VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO,17554274/0001-25,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Ativa,1.35,5.50,343930,28828629,123.85,3.57,0.81,Bilhões
8.59,14.38,0.89,183.10,K,1.78,WHGR11,WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,41256643/0001-88,Geral,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,1.00,0.00,13887,30912367,9.62,297.36,0.10,Milhões
8.42,0.00,0.29,30.00,K,5.25,XPCM11,XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,16802320/0001-03,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,0.80,57.00,17491,2414559,28.87,69.72,0.02,Milhões
81.89,12.66,0.93,1.26,M,6.23,XPCI11,XP CREDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,28516301/0001-91,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00,0.00,67374,8701540,87.70,763.15,0.96,Milhões
68.50,12.79,0.67,245.98,K,-0.83,XPIN11,XP INDUSTRIAL FUNDO DE INVESTIMENTO IMOBILIARIO,28516325/0001-40,Geral,Renda,Outros,Fundo de Tijolo,Indeterminado,Ativa,Entre 3.5,5.60,43031,7150411,101.97,729.16,0.74,Milhões
97.79,9.86,0.92,2.92,M,5.15,XPLG11,XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,26502794/0001-85,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,0.95,7.40,338125,31175920,106.83,3.33,0.82,Bilhões
7.39,6.63,0.93,2.18,M,7.73,VIFI11,VINCI INSTRUMENTOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,31547855/0001-60,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,0.95,0.00,5516,8089179,7.97,64.51,0.07,Milhões
98.50,11.21,0.85,9.25,M,-1.64,XPML11,XP Malls Fundo de Investimento Imobiliario - Fii,28757546/0001-00,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Ativa,0.55,4.00,604153,56720776,115.57,6.56,0.92,Bilhões
10.06,8.10,1.08,47.52,K,-9.45,ZAGH11,ZAGROS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,45188066/0001-95,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,1.5,0.00,405,8891651,9.34,83.08,0.06,Milhões
5.92,13.19,0.78,433.54,K,-11.26,XPSF11,XP SELECTION FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO,30983020/0001-90,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,1,0.00,59903,43302129,7.62,329.79,0.07,Milhões
86.98,15.67,0.64,47.17,K,-11.27,ZAVI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO ZAVIT REAL ESTATE,40575940/0001-23,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,1.25,0.90,2746,1173311,135.68,159.20,1.10,Milhões
80.70,9.75,0.72,1.44,M,0.80,VILG11,VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,24853044/0001-22,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,0.95,2.00,144566,14997385,112.45,1.69,0.72,Bilhão
515.00,0.00,0.29,27.99,K,-32.68,ZIFI11,ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,35820768/0001-96,Geral,Desenvolvimento para renda,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,1.00,0.00,86,47474,1767.19,83.92,3.30,Milhões
