p_l,p_receita_psr,p_vp,dy,payout,margem_líquida,margem_bruta,margem_ebit,margem_ebitda,ev_ebit,p_ebit,p_ativo,p_capgiro,p_ativo_circ_liq,vpa,lpa,giro_ativos,roe,roic,roa,patrimônio___ativos,passivos___ativos,liquidez_corrente,cagr_receitas_5_anos,cagr_lucros_5_anos,papel,ev_ebitda,p_ebitda,dívida_líquida___patrimônio,dívida_líquida___ebitda,dívida_líquida___ebit,dívida_bruta___patrimônio
1.24,0.10,0.16,0.00,0.00,8.43,18.53,8.44,11.86,11.98,1.24,0.07,1.25,0.10,55.34,7.25,0.68,13.09,19.45,5.75,0.44,1.44,1.22,10.78,,ceed3,8.52,0.88,1.41,7.64,10.73,1.67
9.82,0.99,4.06,9.77,57.24,10.08,27.89,22.83,27.18,7.28,4.34,0.77,15.28,1.04,12.04,4.98,0.78,41.32,18.59,7.84,0.19,0.81,1.24,6.96,10.24,ektr3,6.11,3.64,2.92,2.62,3.12,3.18
5.16,0.39,0.84,6.89,34.87,7.56,16.76,11.44,12.96,3.44,3.41,0.54,1.17,1.52,9.28,1.51,1.38,16.28,13.81,10.47,0.64,0.36,3.52,17.03,2.80,dexp4,3.04,3.01,0.01,0.03,0.04,0.23
3.30,0.49,0.86,4.50,16.21,14.73,26.60,17.82,38.47,3.36,2.73,0.45,7.44,0.76,14.78,3.86,0.93,26.11,21.36,13.77,0.53,0.47,1.18,18.54,28.03,ealt3,1.56,1.26,0.26,0.38,0.82,0.29
0.68,0.39,2.15,0.00,0.00,58.28,68.48,77.70,82.91,0.36,0.51,0.14,1.99,0.18,1.88,5.98,0.36,318.74,389.02,21.15,0.07,1.13,0.73,39.15,,hoot4,0.34,0.47,0.92,0.20,0.22,0.00
8.99,0.71,0.82,6.06,38.83,7.90,24.19,7.82,10.58,8.76,9.08,0.66,1.11,2.89,53.43,4.88,0.94,9.13,3.64,7.39,0.81,0.19,4.51,8.11,5.61,mtsa4,6.48,6.71,0.31,2.52,3.40,0.06
1.18,0.54,0.25,0.00,0.00,45.70,22.40,15.55,5.39,11.64,3.47,0.09,1.13,0.13,9.13,1.95,0.17,21.36,4.49,7.79,0.36,0.64,1.37,25.62,,ctsa3,33.57,10.00,0.76,30.33,10.51,0.91
25.62,,0.38,0.19,47.36,0.00,0.00,0.00,0.00,41.93,43.76,0.38,8.11,0.40,12.84,0.19,0.00,1.50,0.83,1.49,1.00,0.00,14.69,100.00,13.69,rpad3,63.56,66.34,0.05,8.50,5.61,0.00
65.39,0.59,0.74,0.00,0.00,0.91,3.76,3.53,0.66,10.94,16.85,0.48,1.23,1.28,20.22,0.23,0.81,1.13,4.93,0.73,0.65,0.35,2.66,0.02,,crpg3,58.13,89.49,0.16,19.71,3.71,0.01
0.12,0.38,0.03,0.00,0.00,327.60,28.74,311.91,311.65,1.46,0.12,0.06,0.11,0.13,47.95,13.63,0.17,28.42,101.01,54.92,1.93,2.93,0.45,2.06,,rsid3,1.46,0.12,0.36,1.34,1.34,0.39
11.09,0.52,0.81,3.04,33.74,4.69,14.84,6.42,11.24,8.20,8.10,0.40,1.18,0.91,11.03,0.80,0.77,7.28,5.75,4.53,0.50,0.50,2.56,7.95,11.66,ptnt3,4.69,4.62,0.27,1.53,2.68,0.73
17.40,6.26,0.75,4.02,67.64,36.01,56.77,33.27,48.50,18.29,18.83,0.53,3.32,0.65,48.11,2.07,0.08,4.30,3.04,3.03,0.70,0.30,6.02,9.69,39.03,peab4,12.54,12.92,0.03,0.60,0.88,0.17
14.23,0.43,0.24,0.00,0.00,3.02,21.28,5.59,3.88,8.12,7.68,0.18,0.35,1.66,4.30,0.07,0.43,1.70,398.08,1.30,0.76,1.76,2.46,0.66,31.05,haga4,11.68,11.05,0.56,25.45,17.70,0.41
43.20,,1.03,66.93,3895.34,0.00,0.00,0.00,0.00,4.16,7.57,0.45,1.04,1.12,73.01,1.74,0.00,2.38,15.61,1.05,0.44,0.56,3.68,100.00,,moar3,3.79,6.89,0.46,3.10,3.41,0.81
7.64,0.65,0.72,3.13,26.49,8.47,35.05,14.79,18.14,4.92,4.37,0.42,2.14,0.66,29.45,2.79,0.64,9.49,10.27,5.45,0.57,0.43,2.11,11.20,12.41,euca3,4.01,3.57,0.20,0.99,1.21,0.34
10.70,1.50,3.03,11.62,120.43,14.07,29.43,18.38,24.21,9.00,8.19,1.13,4.18,1.91,24.83,7.03,0.75,28.31,13.19,10.53,0.37,0.62,2.96,7.89,16.47,unip5,6.84,6.22,0.38,0.77,1.02,1.00
13.62,1.91,1.76,1.15,37.72,14.02,24.48,14.91,17.56,11.66,12.81,1.46,3.31,3.42,111.44,14.38,0.76,12.90,10.25,10.71,0.83,0.17,4.30,10.63,27.05,tkno3,9.90,10.87,0.16,1.00,1.18,0.01
10.26,1.16,9.58,3.24,33.97,11.35,24.14,20.59,25.41,8.18,5.65,1.14,15.49,1.57,12.94,12.09,0.98,93.41,20.95,11.13,0.12,0.88,1.37,11.16,6.85,cgas3,6.63,4.58,4.23,2.02,2.50,5.01
4.18,0.51,1.70,14.16,0.00,12.22,31.29,17.62,20.24,2.18,2.90,0.93,3.69,2.22,26.13,10.61,1.82,40.60,37.24,22.41,0.55,0.45,1.76,27.11,4.47,sond5,1.89,2.52,0.54,0.81,0.93,0.00
5.52,1.17,1.01,4.28,18.99,21.15,43.15,35.63,50.71,5.24,3.28,0.42,36.41,0.50,24.21,4.44,0.36,18.34,13.13,7.55,0.41,0.59,0.94,14.64,28.54,mrsa5b,3.68,2.30,0.59,1.35,1.91,0.87
6.46,0.25,0.91,8.65,53.53,3.83,12.90,6.68,6.93,5.59,3.70,0.49,1.77,1.17,22.11,3.12,1.99,14.11,11.43,7.61,0.54,0.46,1.91,24.53,15.85,wlmm4,5.39,3.57,0.44,1.73,1.80,0.56
1.83,0.30,6.12,0.00,0.00,16.19,46.04,13.47,16.23,5.97,2.20,0.30,0.99,0.90,5.72,19.13,1.03,334.31,14.09,16.65,0.05,0.95,1.87,14.03,8.07,ctka4,4.96,1.83,10.41,3.11,3.75,12.07
2.57,13.35,0.76,7.85,19.60,518.65,29.89,23.88,23.05,12.80,55.88,0.60,0.87,3.91,569.45,169.05,0.04,29.69,15.70,23.24,0.78,0.22,5.35,7.42,85.73,bmks3,13.26,57.91,0.59,44.64,43.08,0.01
12.54,1.60,1.49,4.79,76.86,12.75,21.84,19.62,25.74,11.26,8.15,0.63,26.62,0.78,8.58,1.02,0.39,11.89,8.79,4.99,0.42,0.58,1.13,4.89,4.97,cple5,8.58,6.21,0.66,2.76,3.63,0.78
456.34,,253.32,0.00,0.00,0.00,0.00,0.00,0.00,456.34,456.34,2.83,,253.32,0.00,0.00,0.00,55.51,55.51,0.62,0.01,0.99,1.00,100.00,,ppla11,,,0.00,,0.00,0.00
2.43,0.37,1.00,0.00,0.00,15.36,19.41,12.54,12.87,2.91,2.98,0.46,1.42,0.82,29.44,12.15,1.24,41.26,31.12,19.10,0.46,0.54,4.03,25.91,,aheb3,2.83,2.90,0.04,0.11,0.11,0.01
24.77,0.75,0.42,0.00,0.00,3.02,21.28,5.59,3.88,8.12,13.37,0.32,0.61,2.90,4.30,0.07,0.43,1.70,398.08,1.30,0.76,1.76,2.46,0.66,31.05,haga3,11.68,19.23,0.56,25.45,17.70,0.41
22.42,0.18,1.19,0.00,0.00,0.81,36.85,12.73,14.33,5.35,1.42,0.12,1.39,0.22,15.15,0.81,0.69,5.32,18.47,0.56,0.10,0.90,0.82,14.06,,mndl3,4.75,1.26,3.30,3.49,3.93,3.33
1.67,0.12,0.39,0.00,0.00,7.15,27.57,12.87,15.45,4.16,0.93,0.12,2.63,0.21,30.25,7.11,1.03,23.49,13.58,7.38,0.31,0.68,1.13,9.94,,cedo4,3.46,0.77,1.31,2.58,3.09,1.35
11.74,0.44,1.22,5.48,183.15,3.74,12.02,5.81,6.88,7.62,7.55,0.62,1.57,2.24,32.34,3.37,1.42,10.42,7.65,5.32,0.51,0.49,2.22,8.49,15.06,pati3,6.43,6.38,0.01,0.06,0.07,0.52
13.69,1.92,1.77,2.91,37.72,14.02,24.48,14.91,17.56,11.66,12.88,1.47,3.33,3.44,111.44,14.38,0.76,12.90,10.25,10.71,0.83,0.17,4.30,10.63,27.05,tkno4,9.90,10.93,0.16,1.00,1.18,0.01
15.01,1.71,1.21,3.92,62.74,11.38,17.41,4.02,14.25,22.36,42.50,0.96,3.20,1.65,9.54,0.77,0.56,8.09,2.21,6.38,0.79,0.21,3.46,8.10,31.26,fesa3,6.30,11.99,0.20,1.98,7.01,0.09
5.38,0.66,2.19,10.98,0.00,12.22,31.29,17.62,20.24,2.18,3.73,1.20,4.76,2.86,26.13,10.61,1.82,40.60,37.24,22.41,0.55,0.45,1.76,27.11,4.47,sond6,1.89,3.25,0.54,0.81,0.93,0.00
0.61,0.22,0.05,0.00,0.00,35.52,18.85,40.94,38.06,8.14,0.53,0.02,0.04,0.04,153.41,12.22,0.11,7.96,47.25,5.51,0.47,1.47,0.44,21.99,,bdll4,8.76,0.57,0.69,8.12,7.55,0.73
9.05,3.77,0.44,18.43,85.97,41.66,28.25,46.46,43.73,14.49,8.11,0.17,12.04,0.19,72.20,3.54,0.05,4.90,4.56,1.92,0.39,0.61,1.17,5.14,87.59,hbts5,15.40,8.62,0.35,6.77,6.38,0.45
2.11,0.15,0.50,0.00,0.00,7.15,27.57,12.87,15.45,4.16,1.17,0.16,3.33,0.27,30.25,7.11,1.03,23.49,13.58,7.38,0.31,0.68,1.13,9.94,,cedo3,3.46,0.98,1.31,2.58,3.09,1.35
22.14,6.47,2.04,5.52,165.96,29.22,59.71,47.94,48.85,13.70,13.49,1.39,10.26,1.84,3.81,0.35,0.21,9.20,9.63,7.41,0.68,0.32,2.24,16.09,6.93,aflt3,13.44,13.24,0.03,0.20,0.20,0.13
1.65,0.27,0.07,0.00,0.00,16.12,39.42,3.79,2.26,39.36,7.04,0.12,0.06,0.20,73.28,3.21,0.45,4.38,1.28,7.31,1.67,2.67,0.15,3.02,,estr4,66.02,11.80,0.48,77.67,46.30,0.19
11.53,0.43,1.20,8.37,183.15,3.74,12.02,5.81,6.88,7.62,7.42,0.61,1.55,2.20,32.34,3.37,1.42,10.42,7.65,5.32,0.51,0.49,2.22,8.49,15.06,pati4,6.43,6.27,0.01,0.06,0.07,0.52
0.21,0.04,0.02,0.00,0.00,19.45,22.85,12.17,14.11,2.74,0.33,0.07,0.37,0.16,164.78,14.86,1.71,9.02,6.35,33.75,3.69,4.72,0.76,13.80,,snsy5,2.36,0.29,0.10,1.60,1.85,0.11
0.33,0.05,0.09,0.00,0.00,14.34,12.04,1.85,2.26,14.96,2.57,0.09,0.14,0.13,50.46,13.29,1.85,26.34,12.94,26.53,1.01,2.01,0.33,25.55,,plas3,12.27,2.11,0.42,10.16,12.39,0.45
1.94,0.50,0.45,6.68,12.43,25.87,27.58,13.83,24.89,2.23,3.63,0.32,4.61,0.39,7.72,1.79,0.63,23.25,0.55,16.29,0.70,0.30,1.61,6.63,34.67,luxm4,1.24,2.02,0.01,0.03,0.05,0.12
1422.85,0.48,0.43,0.28,370.30,0.03,18.37,2.31,1.28,34.93,20.81,0.30,0.64,0.70,9.12,0.00,0.63,0.03,1.77,0.02,0.70,0.30,5.91,3.60,,dohl4,62.98,37.53,0.09,8.01,4.44,0.22
4.42,0.08,1.80,0.00,0.00,1.84,13.56,19.86,22.39,2.32,0.41,0.07,0.51,0.11,5.55,2.26,0.81,40.76,42.55,3.51,0.04,0.96,0.75,11.64,14.99,mwet4,2.06,0.36,8.25,1.66,1.87,9.24
3.60,0.27,0.29,4.29,0.00,7.46,15.03,9.85,19.69,7.84,2.73,0.12,0.70,0.16,33.12,2.71,0.46,8.18,2.13,3.45,0.42,0.58,0.53,8.20,69.69,cbee3,3.92,1.36,0.55,2.56,5.11,0.58
0.91,11.86,0.24,0.00,0.00,1295.95,82.25,1268.95,1268.95,2.15,0.93,1.54,0.24,1.69,19.14,4.97,0.13,25.98,25.85,168.79,6.50,7.50,0.01,9.42,,nord3,2.15,0.93,0.31,1.22,1.22,0.31
6.91,0.85,1.30,8.56,0.00,12.37,29.44,17.22,21.82,7.70,4.96,0.53,42.98,0.69,24.56,4.63,0.62,18.85,12.79,7.63,0.40,0.60,1.05,,,eqma3b,6.07,3.91,0.72,2.16,2.74,0.88
128.97,0.55,3.76,0.00,0.00,0.43,17.24,7.81,11.00,10.70,7.06,0.67,4.47,2.16,55.90,1.63,1.21,2.91,13.43,0.22,0.18,0.78,1.28,10.61,,frio3,7.61,5.02,1.94,2.59,3.64,2.33
8.65,1.36,3.36,9.28,92.64,15.66,28.86,20.98,25.49,7.02,6.46,0.88,154.37,1.28,2.11,0.82,0.65,38.85,19.63,10.13,0.26,0.74,0.98,14.57,20.37,eqpa6,5.78,5.32,1.00,1.58,1.92,1.46
1.05,0.08,1.60,0.00,0.00,7.47,6.52,1.65,4.60,32.65,4.74,0.07,1.15,0.10,4.77,7.29,0.85,152.67,9.65,7.13,0.04,1.04,1.21,5.83,,brkm6,11.72,1.70,9.53,10.14,28.24,12.24
0.02,0.03,0.00,0.00,0.00,147.96,67.17,47.15,46.21,22.84,0.06,0.00,0.11,0.01,694.09,142.58,0.16,20.54,13.42,23.63,1.15,2.15,0.76,15.16,,gshp3,23.30,0.07,1.49,23.24,22.78,1.62
51.44,0.47,0.58,0.00,0.00,0.91,3.76,3.53,0.66,10.94,13.25,0.38,0.97,1.01,20.22,0.23,0.81,1.13,4.93,0.73,0.65,0.35,2.66,0.02,,crpg6,58.13,70.40,0.16,19.71,3.71,0.01
3.15,0.94,0.57,6.06,19.26,29.88,45.86,50.57,0.00,1.86,1.86,0.11,0.50,0.93,171.69,31.33,0.12,18.25,20.29,3.64,0.20,1.00,1.35,18.08,21.57,bnbr3,,,,,,
7.20,0.94,1.13,10.94,53.49,13.02,62.09,20.86,23.21,2.91,4.50,0.71,1.37,2.63,18.52,2.90,0.76,15.66,17.58,10.23,0.63,0.37,3.46,6.03,12.34,balm3,2.61,4.04,0.34,1.21,1.34,0.12
11.67,1.39,2.87,8.52,99.38,11.91,26.14,19.20,23.28,10.81,7.24,0.80,10.00,1.08,19.00,4.67,0.58,24.58,12.48,6.87,0.28,0.72,1.45,11.01,8.57,enmt4,8.91,5.97,1.46,3.04,3.69,1.84
9.18,1.48,0.58,8.23,27.39,16.15,25.17,27.32,0.00,6.93,5.43,0.13,0.58,3.85,29.53,1.85,0.09,6.28,6.28,1.46,0.23,0.77,1.31,37.64,29.52,bmin4,,,0.01,,0.12,0.00
34.43,4.54,44.66,0.00,0.00,13.20,29.04,5.43,240.05,210.00,83.72,4.92,12.96,57.46,0.06,0.08,1.08,129.72,53.34,14.29,0.11,0.89,1.71,16.78,,dtcy3,4.75,1.89,5.15,0.22,9.66,0.00
8.03,0.64,2.13,2.58,21.50,7.94,47.17,4.07,0.00,16.88,15.70,0.15,1.05,0.55,19.74,5.23,0.23,26.49,12.68,1.89,0.07,0.93,0.84,25.30,30.09,bmeb3,,,,,,
,,0.82,0.00,0.00,0.00,0.00,0.00,0.00,,,0.81,1.28,2.32,32.73,0.00,0.00,0.00,0.00,0.00,0.99,0.01,65.76,,,ccty3,,,0.00,,,0.00
18.01,6.49,0.77,3.63,67.64,36.01,56.77,33.27,48.50,18.29,19.50,0.55,3.43,0.67,48.11,2.07,0.08,4.30,3.04,3.03,0.70,0.30,6.02,9.69,39.03,peab3,12.54,13.38,0.03,0.60,0.88,0.17
99.81,,130.60,0.00,0.00,0.00,0.00,0.00,0.00,169.86,171.17,0.26,130.60,0.26,0.05,0.06,0.00,130.85,76.30,0.26,0.00,1.00,27.94,,,psvm11,169.86,171.17,1.00,1.31,1.31,0.00
7.62,1.19,2.96,10.54,92.64,15.66,28.86,20.98,25.49,7.02,5.69,0.77,135.89,1.13,2.11,0.82,0.65,38.85,19.63,10.13,0.26,0.74,0.98,14.57,20.37,eqpa5,5.78,4.68,1.00,1.58,1.92,1.46
12.14,2.62,1.81,15.34,108.35,21.58,39.95,36.31,69.30,7.55,7.22,0.89,13.18,1.13,18.60,2.78,0.34,14.92,12.65,7.36,0.49,0.51,0.76,3.50,17.88,gepa3,3.95,3.78,0.04,0.08,0.15,0.37
7.88,0.38,0.68,8.47,54.69,4.86,30.91,5.52,0.00,4.99,6.94,0.05,0.87,0.75,26.49,2.27,0.12,8.57,8.58,0.59,0.07,0.93,1.06,18.37,5.02,brsr5,,,,,,
6.03,0.32,0.95,9.45,20.22,5.37,16.60,10.69,13.91,6.26,3.03,0.28,5.39,0.39,100.50,15.75,0.87,15.67,12.80,4.67,0.30,0.70,1.23,5.02,3.21,clsc3,4.81,2.33,0.98,2.41,3.14,1.08
5.63,1.19,1.03,4.19,18.99,21.15,43.15,35.63,50.71,5.24,3.34,0.43,37.15,0.51,24.21,4.44,0.36,18.34,13.13,7.55,0.41,0.59,0.94,14.64,28.54,mrsa6b,3.68,2.35,0.59,1.35,1.91,0.87
5.64,1.19,1.03,3.80,18.99,21.15,43.15,35.63,50.71,5.24,3.35,0.43,37.21,0.51,24.21,4.44,0.36,18.34,13.13,7.55,0.41,0.59,0.94,14.64,28.54,mrsa3b,3.68,2.35,0.59,1.35,1.91,0.87
4.03,0.52,1.05,6.04,38.33,12.88,31.71,23.95,30.32,6.26,2.17,0.28,10.29,0.33,32.28,8.45,0.54,26.17,16.49,6.67,0.26,0.74,0.86,8.78,11.83,ceeb5,4.94,1.71,1.78,2.89,3.66,1.84
10.35,0.45,0.77,4.01,35.13,4.38,17.55,13.41,21.47,7.20,3.38,0.26,1.76,0.33,44.01,3.25,0.58,7.40,10.88,2.56,0.35,0.65,0.57,8.58,7.91,coce3,4.50,2.11,1.03,2.85,4.56,1.07
